atom_id,atom_name,domain_family,risk_score,risk_tier,review_priority,risk_reasons,structural_status,semantic_status,max_reviewable_verdict
ageoa.numpy.fft_v2.forwardmultidimensionalfft@ageoa/numpy/fft_v2/atoms.py:21,ageoa.numpy.fft_v2.forwardmultidimensionalfft,numpy,36,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.numpy.fft_v2.hermitianspectraltransform@ageoa/numpy/fft_v2/atoms.py:59,ageoa.numpy.fft_v2.hermitianspectraltransform,numpy,36,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.numpy.fft_v2.inversemultidimensionalfft@ageoa/numpy/fft_v2/atoms.py:40,ageoa.numpy.fft_v2.inversemultidimensionalfft,numpy,36,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator_d12.stanceestimation@ageoa/pronto/dynamic_stance_estimator_d12/atoms.py:46,ageoa.pronto.dynamic_stance_estimator_d12.stanceestimation,pronto,36,medium,review_soon,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator_d12.stancestateinit@ageoa/pronto/dynamic_stance_estimator_d12/atoms.py:24,ageoa.pronto.dynamic_stance_estimator_d12.stancestateinit,pronto,36,medium,review_soon,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,misleading
ageoa.pronto.ekf_smoother_d12.stateestimatorinit@ageoa/pronto/ekf_smoother_d12/atoms.py:21,ageoa.pronto.ekf_smoother_d12.stateestimatorinit,pronto,36,medium,review_soon,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,misleading
ageoa.quantfin.rng_skip_d12.randomword32@ageoa/quantfin/rng_skip_d12/atoms.py:37,ageoa.quantfin.rng_skip_d12.randomword32,quantfin,36,medium,review_soon,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.biosppy.abp_zong.audio_onset_detection@ageoa/biosppy/abp_zong/atoms.py:23,ageoa.biosppy.abp_zong.audio_onset_detection,biosppy,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.ecg_zz2018.calculatebeatagreementsqi@ageoa/biosppy/ecg_zz2018/atoms.py:40,ageoa.biosppy.ecg_zz2018.calculatebeatagreementsqi,biosppy,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.ecg_zz2018.calculatefrequencypowersqi@ageoa/biosppy/ecg_zz2018/atoms.py:57,ageoa.biosppy.ecg_zz2018.calculatefrequencypowersqi,biosppy,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.emg_abbink.detect_onsets_with_rest_aware_thresholds@ageoa/biosppy/emg_abbink/atoms.py:21,ageoa.biosppy.emg_abbink.detect_onsets_with_rest_aware_thresholds,biosppy,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes@ageoa/institutional_quant_engine/avellaneda_stoikov/atoms.py:32,ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes,institutional_quant_engine,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.institutional_quant_engine.avellaneda_stoikov.initializemarketmakerstate@ageoa/institutional_quant_engine/avellaneda_stoikov/atoms.py:17,ageoa.institutional_quant_engine.avellaneda_stoikov.initializemarketmakerstate,institutional_quant_engine,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,partial,acceptable_with_limits
ageoa.jax_advi.optimize_advi.posteriordrawsampling@ageoa/jax_advi/optimize_advi/atoms.py:67,ageoa.jax_advi.optimize_advi.posteriordrawsampling,jax_advi,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.mint.axial_attention.rowselfattention@ageoa/mint/axial_attention/atoms.py:18,ageoa.mint.axial_attention.rowselfattention,mint,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.mint.encoding_dist_mat.encodedistancematrix@ageoa/mint/encoding_dist_mat/atoms.py:17,ageoa.mint.encoding_dist_mat.encodedistancematrix,mint,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.molecular_docking.add_quantum_link.addquantumlink@ageoa/molecular_docking/add_quantum_link/atoms.py:23,ageoa.molecular_docking.add_quantum_link.addquantumlink,molecular_docking,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order@ageoa/molecular_docking/minimize_bandwidth/atoms.py:287,ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order,molecular_docking,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.molecular_docking.quantum_solver.adiabaticquantumsampler@ageoa/molecular_docking/quantum_solver/atoms.py:78,ageoa.molecular_docking.quantum_solver.adiabaticquantumsampler,molecular_docking,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.molecular_docking.quantum_solver.quantumproblemdefinition@ageoa/molecular_docking/quantum_solver/atoms.py:30,ageoa.molecular_docking.quantum_solver.quantumproblemdefinition,molecular_docking,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.molecular_docking.quantum_solver.solutionextraction@ageoa/molecular_docking/quantum_solver/atoms.py:144,ageoa.molecular_docking.quantum_solver.solutionextraction,molecular_docking,35,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.pronto.state_estimator.update_state_estimate@ageoa/pronto/state_estimator/atoms.py:24,ageoa.pronto.state_estimator.update_state_estimate,pronto,34,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,fail,misleading
ageoa.biosppy.ecg_hamilton.hamilton_segmentation@ageoa/biosppy/ecg_hamilton/atoms.py:17,ageoa.biosppy.ecg_hamilton.hamilton_segmentation,biosppy,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.ecg_zz2018.calculatecompositesqi_zz2018@ageoa/biosppy/ecg_zz2018/atoms.py:20,ageoa.biosppy.ecg_zz2018.calculatecompositesqi_zz2018,biosppy,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.emg_bonato.bonato_onset_detection@ageoa/biosppy/emg_bonato/atoms.py:22,ageoa.biosppy.emg_bonato.bonato_onset_detection,biosppy,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.emg_solnik.threshold_based_onset_detection@ageoa/biosppy/emg_solnik/atoms.py:18,ageoa.biosppy.emg_solnik.threshold_based_onset_detection,biosppy,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.biosppy.ppg_elgendi.detect_signal_onsets_elgendi2013@ageoa/biosppy/ppg_elgendi/atoms.py:22,ageoa.biosppy.ppg_elgendi.detect_signal_onsets_elgendi2013,biosppy,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.e2e_ppg.reconstruction.windowed_signal_reconstruction@ageoa/e2e_ppg/reconstruction/atoms.py:40,ageoa.e2e_ppg.reconstruction.windowed_signal_reconstruction,e2e_ppg,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.hftbacktest.evaluate_spread_conditions@ageoa/hftbacktest/atoms.py:67,ageoa.hftbacktest.evaluate_spread_conditions,hftbacktest,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.hftbacktest.update_glft_coefficients@ageoa/hftbacktest/atoms.py:37,ageoa.hftbacktest.update_glft_coefficients,hftbacktest,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator@ageoa/institutional_quant_engine/fractional_diff/atoms.py:18,ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator,institutional_quant_engine,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.mint.axial_attention_d12.row_self_attention@ageoa/mint/axial_attention_d12/atoms.py:18,ageoa.mint.axial_attention_d12.row_self_attention,mint,33,medium,review_soon,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.mint.incremental_attention.enable_incremental_state_configuration@ageoa/mint/incremental_attention/atoms.py:16,ageoa.mint.incremental_attention.enable_incremental_state_configuration,mint,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph@ageoa/molecular_docking/greedy_subgraph/atoms.py:25,ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph,molecular_docking,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,misleading
ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations@ageoa/molecular_docking/minimize_bandwidth/atoms.py:346,ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations,molecular_docking,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.molecular_docking.mwis_sa.to_qubo@ageoa/molecular_docking/mwis_sa/atoms.py:86,ageoa.molecular_docking.mwis_sa.to_qubo,molecular_docking,33,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,unknown,acceptable_with_limits
ageoa.advancedvi.optimize.optimizationlooporchestration@ageoa/advancedvi/optimize/atoms.py:21,ageoa.advancedvi.optimize.optimizationlooporchestration,advancedvi,58,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.molecular_docking.minimize_bandwidth.aggregate_maximum_distance_as_bandwidth@ageoa/molecular_docking/minimize_bandwidth/atoms.py:93,ageoa.molecular_docking.minimize_bandwidth.aggregate_maximum_distance_as_bandwidth,molecular_docking,56,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_UPSTREAM_UNMAPPED;RISK_WEAK_TYPES,partial,fail,misleading
ageoa.molecular_docking.minimize_bandwidth.compute_absolute_weighted_index_distances@ageoa/molecular_docking/minimize_bandwidth/atoms.py:76,ageoa.molecular_docking.minimize_bandwidth.compute_absolute_weighted_index_distances,molecular_docking,56,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_UPSTREAM_UNMAPPED;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.advancedvi.repgradelbo.gradient_oracle_evaluation@ageoa/advancedvi/repgradelbo/atoms.py:23,ageoa.advancedvi.repgradelbo.gradient_oracle_evaluation,advancedvi,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle@ageoa/kalman_filters/filter_rs/atoms.py:90,ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.kalman_filters.filter_rs.initializekalmanstatemodel@ageoa/kalman_filters/filter_rs/atoms.py:19,ageoa.kalman_filters.filter_rs.initializekalmanstatemodel,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:39,ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:67,ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:146,ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.static_kf.exposecovariance@ageoa/kalman_filters/static_kf/atoms.py:110,ageoa.kalman_filters.static_kf.exposecovariance,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.static_kf.exposelatentmean@ageoa/kalman_filters/static_kf/atoms.py:96,ageoa.kalman_filters.static_kf.exposelatentmean,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.static_kf.predictlatentstate@ageoa/kalman_filters/static_kf/atoms.py:48,ageoa.kalman_filters.static_kf.predictlatentstate,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.kalman_filters.static_kf.updatewithmeasurement@ageoa/kalman_filters/static_kf/atoms.py:69,ageoa.kalman_filters.static_kf.updatewithmeasurement,kalman_filters,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.pronto.ekf_smoother_v3.stateestimatorinit@ageoa/pronto/ekf_smoother_v3/atoms.py:21,ageoa.pronto.ekf_smoother_v3.stateestimatorinit,pronto,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,partial,misleading
ageoa.pronto.leg_odometer.posequeryaccessors@ageoa/pronto/leg_odometer/atoms.py:42,ageoa.pronto.leg_odometer.posequeryaccessors,pronto,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,partial,misleading
ageoa.pronto.leg_odometer.velocitystatereadout@ageoa/pronto/leg_odometer/atoms.py:21,ageoa.pronto.leg_odometer.velocitystatereadout,pronto,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.pronto.yaw_lock.readinitialjointangles@ageoa/pronto/yaw_lock/atoms.py:126,ageoa.pronto.yaw_lock.readinitialjointangles,pronto,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.rust_robotics.longitudinal_dynamics.deserialize_model_spec@ageoa/rust_robotics/longitudinal_dynamics/atoms.py:208,ageoa.rust_robotics.longitudinal_dynamics.deserialize_model_spec,rust_robotics,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,fail,misleading
ageoa.rust_robotics.longitudinal_dynamics.initialize_model@ageoa/rust_robotics/longitudinal_dynamics/atoms.py:27,ageoa.rust_robotics.longitudinal_dynamics.initialize_model,rust_robotics,54,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.particle_filters.basic.filter_step_preparation_and_dispatch@ageoa/particle_filters/basic/atoms.py:20,ageoa.particle_filters.basic.filter_step_preparation_and_dispatch,particle_filters,53,medium,review_later,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.runsim@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:339,ageoa.quantfin.monte_carlo_anti_d12.runsim,quantfin,53,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.runsimulation@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:83,ageoa.quantfin.monte_carlo_anti_d12.runsimulation,quantfin,53,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.quantfin.monte_carlo_anti_d12.runsimulationanti@ageoa/quantfin/monte_carlo_anti_d12/atoms.py:122,ageoa.quantfin.monte_carlo_anti_d12.runsimulationanti,quantfin,53,medium,review_later,RISK_FFI_BACKED;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.conjugate_priors.normal.normal_gamma_posterior_update@ageoa/conjugate_priors/normal/atoms.py:20,ageoa.conjugate_priors.normal.normal_gamma_posterior_update,conjugate_priors,52,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,partial,misleading
ageoa.pronto.foot_contact.mode_snapshot_readout@ageoa/pronto/foot_contact/atoms.py:40,ageoa.pronto.foot_contact.mode_snapshot_readout,pronto,52,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.pronto.inverse_schmitt.inverse_schmitt_trigger_transform@ageoa/pronto/inverse_schmitt/atoms.py:21,ageoa.pronto.inverse_schmitt.inverse_schmitt_trigger_transform,pronto,52,medium,review_later,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
